티커,종목명,Market,BPS,PER,PBR,EPS,DIV,DPS,Stocks
340570,티앤엘,KOSDAQ,13141,16.89,3.34,2602,1.02,450,8128000.0
439090,마녀공장,KOSDAQ,3642,2.34,7.84,12191,0.0,0,16378260.0
243840,신흥에스이씨,KOSDAQ,39654,16.05,1.0,2468,0.83,330,7763229.0
054950,제이브이엠,KOSDAQ,13728,19.19,1.91,1368,1.14,300,12089892.0
200670,휴메딕스,KOSDAQ,15205,15.34,2.3,2281,1.43,500,10935294.0
290670,대보마그네틱,KOSDAQ,10708,9.42,2.59,2941,0.0,0,7857660.0
382840,원준,KOSDAQ,7400,15.96,2.17,1008,1.24,200,15271581.0
094360,칩스앤미디어,KOSDAQ,4471,36.41,8.48,1041,0.52,196,9640315.0
041830,인바디,KOSDAQ,16524,8.82,1.39,2596,1.31,300,13683782.0
104830,원익머트리얼즈,KOSDAQ,35324,5.85,0.76,4579,2.99,800,12608000.0
126340,비나텍,KOSDAQ,10977,20.5,3.92,2098,0.0,0,5803397.0
254490,미래반도체,KOSDAQ,5065,14.02,3.87,1399,0.0,0,14438000.0
030520,한글과컴퓨터,KOSDAQ,13442,6.41,0.94,1969,0.0,0,25609234.0
285490,노바텍,KOSDAQ,12583,14.73,1.92,1639,0.83,200,10575831.0
013030,하이록코리아,KOSDAQ,29337,9.3,0.84,2633,2.45,600,12856050.0
045100,한양이엔지,KOSDAQ,27595,3.67,0.54,4044,4.04,600,18000000.0
036890,진성티이씨,KOSDAQ,10493,4.39,0.95,2276,3.0,300,22482268.0
054210,이랜텍,KOSDAQ,10449,4.22,0.88,2177,1.63,150,25291210.0
206640,바디텍메드,KOSDAQ,7445,16.77,2.43,1080,0.83,150,23486560.0
230360,에코마케팅,KOSDAQ GLOBAL,5901,8.51,1.7,1182,3.08,310,32368029.0
034950,한국기업평가,KOSDAQ,25180,16.89,3.07,4582,6.59,5100,4540514.0
093320,케이아이엔엑스,KOSDAQ,30111,17.33,3.02,5240,0.66,600,4880000.0
330860,네패스아크,KOSDAQ,21047,9.14,0.92,2109,0.0,0,12184045.0
102710,이엔에프테크놀로지,KOSDAQ,26565,6.05,0.75,3276,0.76,150,14287836.0
053080,케이엔솔,KOSDAQ,12192,21.6,2.17,1227,1.13,300,12999807.0
088390,이녹스,KOSDAQ,22873,13.33,0.94,1609,0.0,0,9385844.0
267980,매일유업,KOSDAQ GLOBAL,69073,23.17,0.66,1966,2.63,1200,7843638.0
205470,휴마시스,KOSDAQ,2838,1.44,0.74,1463,0.0,0,129375009.0
100120,뷰웍스,KOSDAQ,22784,10.02,1.27,2890,2.42,700,10001865.0
126700,하이비젼시스템,KOSDAQ,15075,10.72,1.25,1764,0.63,120,14942112.0
251970,펌텍코리아,KOSDAQ,17379,16.08,1.46,1580,1.42,360,12400000.0
035600,KG이니시스,KOSDAQ,15089,5.1,0.73,2153,3.64,400,27904434.0
265520,AP시스템,KOSDAQ,17980,3.12,0.95,5463,1.58,270,15281421.0
051500,CJ프레시웨이,KOSDAQ,25929,5.48,0.87,4136,1.55,350,11871586.0
298540,더네이쳐홀딩스,KOSDAQ,19725,4.76,1.14,4717,1.78,400,14710576.0
054450,텔레칩스,KOSDAQ,12418,6.39,1.79,3480,0.58,130,14821832.0
065510,휴비츠,KOSDAQ,9709,9.35,1.55,1610,1.33,200,12045371.0
003800,에이스침대,KOSDAQ,58224,4.77,0.43,5293,5.27,1330,11090000.0
017890,한국알콜,KOSDAQ,21988,7.94,0.53,1474,0.43,50,21605760.0
100790,미래에셋벤처투자,KOSDAQ,6217,4.05,0.76,1169,0.0,0,54167350.0
230240,에치에프알,KOSDAQ,13150,3.83,1.49,5127,0.0,0,13489026.0
030530,원익홀딩스,KOSDAQ,14045,2.43,0.23,1333,0.0,0,77237981.0
083930,아바코,KOSDAQ,12644,11.05,1.19,1358,2.0,300,15412798.0
091580,상신이디피,KOSDAQ,9077,8.46,1.7,1819,0.75,115,13628219.0
114810,한솔아이원스,KOSDAQ,5429,8.33,1.67,1086,0.0,0,29352174.0
083450,GST,KOSDAQ,21654,4.14,1.0,5243,1.38,300,9317745.0
190510,나무가,KOSDAQ,7719,5.74,1.58,2119,0.0,0,16252384.0
089600,나스미디어,KOSDAQ,18182,8.4,1.1,2375,3.51,700,11568163.0
036800,나이스정보통신,KOSDAQ,33633,4.92,0.64,4358,3.03,650,10000000.0
052400,코나아이,KOSDAQ,10912,7.49,1.71,2495,0.0,0,14999999.0
035080,그래디언트,KOSDAQ,40293,0.52,0.28,21470,1.79,200,15527584.0
356860,티엘비,KOSDAQ,11424,7.77,2.11,3108,1.24,300,9832630.0
018310,삼목에스폼,KOSDAQ,33446,3.47,0.46,4457,0.65,100,14700000.0
143240,사람인,KOSDAQ,15673,7.34,1.24,2656,3.59,700,11674263.0
273640,와이엠텍,KOSDAQ,5419,12.05,2.58,1161,2.72,380,10966000.0
119830,아이텍,KOSDAQ,7113,7.08,1.16,1162,0.0,0,21434297.0
126600,BGF에코머티리얼즈,KOSDAQ,6585,3.9,0.62,1053,2.43,100,40869014.0
043370,피에이치에이,KOSDAQ,32776,6.76,0.28,1376,2.15,200,21000000.0
143160,아이디스,KOSDAQ,18950,18.35,1.14,1177,1.62,350,10716390.0
148150,세경하이테크,KOSDAQ,14689,8.07,0.77,1402,0.0,0,11784281.0
192440,슈피겐코리아,KOSDAQ,70159,5.84,0.46,5476,1.75,560,6216363.0
094820,일진파워,KOSDAQ,8318,10.43,1.3,1040,3.04,330,15078709.0
078350,한양디지텍,KOSDAQ,8129,5.26,1.61,2492,0.0,0,15244382.0
093520,매커스,KOSDAQ,8312,5.27,1.18,1854,1.23,120,16163092.0
104480,티케이케미칼,KOSDAQ,10429,0.6,0.17,3028,0.0,0,90895434.0
110790,크리스에프앤씨,KOSDAQ,14784,7.26,0.6,1228,2.8,250,11715480.0
172670,에이엘티,KOSDAQ,9071,9.54,2.06,1955,0.54,100,8489671.0
340930,유일에너테크,KOSDAQ,5625,7.68,1.86,1364,0.0,0,11468150.0
092730,네오팜,KOSDAQ,18184,11.67,1.4,2177,2.76,700,8207361.0
067280,멀티캠퍼스,KOSDAQ,28530,6.2,1.11,5106,2.53,800,5926779.0
039560,다산네트웍스,KOSDAQ,10652,0.67,0.35,5509,0.0,0,39505981.0
067900,와이엔텍,KOSDAQ,11038,5.33,0.66,1361,0.69,50,18199659.0
121440,골프존뉴딘홀딩스,KOSDAQ,15929,1.88,0.24,2032,4.27,163,42836818.0
036190,금화피에스시,KOSDAQ,50316,5.57,0.52,4707,4.96,1300,6000000.0
019210,와이지-원,KOSDAQ,10943,5.36,0.5,1027,5.45,300,30573819.0
290550,디케이티,KOSDAQ,6123,6.92,1.35,1193,0.0,0,18668371.0
092130,이크레더블,KOSDAQ,3840,10.54,3.57,1300,7.59,1040,12043600.0
136540,윈스,KOSDAQ,13734,8.03,0.9,1537,4.05,500,13864162.0
073490,이노와이어리스,KOSDAQ,19430,11.65,1.2,1996,1.51,350,7603846.0
214180,헥토이노베이션,KOSDAQ,10867,5.57,1.23,2409,3.13,420,13257185.0
079960,동양이엔피,KOSDAQ,35453,6.57,0.54,2921,1.56,300,7860000.0
228850,레이언스,KOSDAQ,14282,6.62,0.65,1401,3.24,300,16591014.0
272110,케이엔제이,KOSDAQ,6769,14.29,2.65,1255,0.0,0,7945395.0
092870,엑시콘,KOSDAQ,13912,9.19,0.99,1500,0.73,100,10848797.0
234340,헥토파이낸셜,KOSDAQ,15915,10.14,0.88,1380,3.57,500,9453000.0
079940,가비아,KOSDAQ,9245,9.11,1.64,1666,0.46,70,13535684.0
067990,도이치모터스,KOSDAQ,11515,4.19,0.44,1213,7.09,360,32181550.0
216050,인크로스,KOSDAQ,8792,8.07,1.18,1281,3.76,389,12843222.0
023910,대한약품,KOSDAQ,38333,6.53,0.71,4171,2.39,650,6000000.0
012700,리드코프,KOSDAQ,16662,4.33,0.32,1250,14.79,800,26446135.0
023600,삼보판지,KOSDAQ,31370,2.45,0.27,3517,2.03,175,16170000.0
236200,슈프리마,KOSDAQ,26171,7.97,0.78,2560,0.0,0,7193273.0
211050,인카금융서비스,KOSDAQ,7144,6.87,1.97,2052,2.13,300,10275960.0
194700,노바렉스,KOSDAQ,10231,10.79,1.27,1206,1.15,150,18754848.0
241790,오션브릿지,KOSDAQ,9808,8.01,1.22,1488,3.52,420,10002634.0
348350,위드텍,KOSDAQ,10908,8.51,0.94,1210,0.97,100,10183600.0
090470,제이스텍,KOSDAQ,10355,4.15,0.76,1904,2.53,200,17476594.0
124560,태웅로직스,KOSDAQ,5614,1.26,0.56,2494,4.78,150,38416584.0
111710,남화산업,KOSDAQ,8185,6.0,0.74,1003,4.98,300,20588000.0
065680,우주일렉트로,KOSDAQ,27094,8.98,0.49,1467,2.28,300,9530000.0
086670,비엠티,KOSDAQ,11634,7.61,1.17,1784,1.47,200,9125174.0
053700,삼보모터스,KOSDAQ,14119,4.71,0.39,1169,0.91,50,22742196.0
010470,오리콤,KOSDAQ,9183,11.94,1.38,1059,2.14,270,11975050.0
120240,대정화금,KOSDAQ,20442,8.65,0.81,1916,2.41,400,7190391.0
058630,엠게임,KOSDAQ,4868,5.42,1.29,1162,0.0,0,19543877.0
377450,리파인,KOSDAQ,8818,6.86,0.85,1095,0.0,0,17330000.0
105330,케이엔더블유,KOSDAQ,6569,5.56,1.28,1512,0.0,0,12135382.0
003100,선광,KOSDAQ,58858,6.93,0.3,2510,2.01,350,6600000.0
068790,DMS,KOSDAQ,12373,5.38,0.46,1053,2.21,125,24573061.0
041930,동아화성,KOSDAQ,9336,7.28,0.79,1017,1.62,120,15800000.0
264450,유비쿼스,KOSDAQ,13948,7.25,1.09,2098,2.76,420,10245706.0
007330,푸른저축은행,KOSDAQ,26018,5.3,0.34,1688,7.27,650,15082800.0
038390,레드캡투어,KOSDAQ,23494,5.68,0.63,2589,6.12,900,8589480.0
155650,와이엠씨,KOSDAQ,5904,5.25,0.93,1041,4.57,250,19474358.0
234300,에스트래픽,KOSDAQ,2506,3.0,1.5,1250,0.0,0,27532242.0
217190,제너셈,KOSDAQ,4588,8.09,2.46,1395,0.66,75,8769174.0
141000,비아트론,KOSDAQ,14931,6.04,0.56,1382,1.8,150,12114710.0
054800,아이디스홀딩스,KOSDAQ,27120,2.52,0.42,4473,2.22,250,10347756.0
263690,디알젬,KOSDAQ,6684,7.69,1.5,1306,3.16,317,11325610.0
241770,메카로,KOSDAQ,19540,2.05,0.47,4453,4.97,455,10192640.0
052330,코텍,KOSDAQ,22459,3.55,0.31,1977,3.57,250,15574552.0
253840,수젠텍,KOSDAQ,8641,3.64,0.71,1686,2.45,150,16370755.0
072870,메가스터디,KOSDAQ,26478,6.79,0.42,1637,9.44,1050,11920959.0
054670,대한뉴팜,KOSDAQ,7336,5.02,1.19,1733,1.15,100,14354920.0
037460,삼지전자,KOSDAQ,20202,2.45,0.38,3133,5.87,450,16318522.0
005710,대원산업,KOSDAQ,20844,3.02,0.27,1879,3.09,175,20037600.0
264660,씨앤지하이테크,KOSDAQ,11308,5.99,1.09,2062,4.05,500,8556542.0
417970,모델솔루션,KOSDAQ,9776,11.24,1.58,1370,1.95,300,6396700.0
417840,저스템,KOSDAQ,7262,11.06,1.76,1156,0.0,0,7155134.0
424980,마이크로투나노,KOSDAQ,5335,10.95,2.43,1185,0.0,0,5918890.0
066620,국보디자인,KOSDAQ,21204,4.41,0.63,3036,2.99,400,7500000.0
009300,삼아제약,KOSDAQ,29593,8.19,0.54,1952,2.5,400,6370000.0
093920,서원인텍,KOSDAQ,10618,4.62,0.54,1235,7.01,400,18600000.0
049960,쎌바이오텍,KOSDAQ,15794,9.47,0.72,1201,3.96,450,9400000.0
109860,동일금속,KOSDAQ,18061,5.89,0.54,1646,4.13,400,9100000.0
086710,선진뷰티사이언스,KOSDAQ,5376,5.03,1.52,1620,0.25,20,12203280.0
170790,파이오링크,KOSDAQ,10862,6.94,1.16,1818,2.38,300,6856330.0
306040,에스제이그룹,KOSDAQ,13155,3.26,0.74,2974,5.15,500,9865828.0
009780,엠에스씨,KOSDAQ,7565,5.28,0.72,1030,1.1,60,17600000.0
376980,원티드랩,KOSDAQ,4552,9.31,2.05,1002,0.0,0,9456696.0
187870,디바이스이엔지,KOSDAQ,19571,8.54,0.68,1560,1.58,210,7036609.0
405920,나라셀라,KOSDAQ,4774,5.12,1.08,1005,0.0,0,6439038.0
024880,케이피에프,KOSDAQ,10147,4.04,0.49,1220,2.84,140,19986422.0
054930,유신,KOSDAQ,36579,5.96,1.0,6108,2.06,750,3000000.0
011560,세보엠이씨,KOSDAQ,18328,3.61,0.46,2361,5.87,500,10530000.0
071280,로체시스템즈,KOSDAQ,7003,4.34,0.84,1358,0.85,50,15296603.0
065710,서호전기,KOSDAQ,17842,8.53,1.06,2215,7.94,1500,5150000.0
089790,제이티,KOSDAQ,5952,6.78,1.27,1118,0.0,0,10315513.0
091590,남화토건,KOSDAQ,14298,3.74,0.45,1719,3.11,200,11740000.0
250000,보라티알,KOSDAQ,11667,4.09,0.93,2644,2.77,300,6750733.0
038070,서린바이오,KOSDAQ,10044,7.31,0.83,1143,1.56,130,8700676.0
069510,에스텍,KOSDAQ,16586,7.55,0.52,1134,3.5,300,10910000.0
012790,신일제약,KOSDAQ,10676,6.4,0.63,1053,1.48,100,11986415.0
036670,KCI,KOSDAQ,9125,4.31,0.78,1656,3.51,250,11270000.0
007680,대원,KOSDAQ,25597,3.44,0.2,1455,5.99,300,13446474.0
406820,뷰티스킨,KOSDAQ,10616,20.66,2.12,1089,0.0,0,3534040.0
017480,삼현철강,KOSDAQ,12264,4.85,0.41,1037,5.96,300,15702890.0
049430,코메론,KOSDAQ,21650,4.86,0.4,1769,2.91,250,9048000.0
017650,대림제지,KOSDAQ,28061,2.86,0.28,2741,1.27,100,9000000.0
377460,위니아에이드,KOSDAQ,13534,1.28,0.12,1232,0.0,0,15393405.0
024800,유성티엔에스,KOSDAQ,12711,1.12,0.17,1877,0.0,0,37051812.0
038010,제일테크노스,KOSDAQ,10111,5.95,0.76,1299,1.55,120,9000000.0
007770,한일화학,KOSDAQ,33661,14.02,0.52,1237,0.58,100,3510000.0
419120,산돌,KOSDAQ,7296,5.17,1.04,1469,2.37,180,7751826.0
094840,슈프리마에이치큐,KOSDAQ,18518,4.73,0.34,1337,0.0,0,10471840.0
016250,SGC이테크건설,KOSDAQ,78491,1.12,0.23,16327,8.2,1500,3346613.0
199730,바이오인프라,KOSDAQ,4339,7.66,2.67,1511,0.0,0,4796867.0
109080,옵티시스,KOSDAQ,10555,6.83,0.98,1519,1.93,200,5636000.0
007370,진양제약,KOSDAQ,7199,5.43,0.84,1115,2.48,150,12000000.0
014570,고려제약,KOSDAQ,7855,6.39,0.89,1095,2.57,180,11000000.0
119850,지엔씨에너지,KOSDAQ,7201,2.36,0.57,1727,1.23,50,16448909.0
032940,원익,KOSDAQ,13943,1.57,0.24,2102,0.0,0,18193230.0
054040,한국컴퓨터,KOSDAQ,8505,5.58,0.72,1102,4.07,250,16071290.0
024830,세원물산,KOSDAQ,29139,3.22,0.22,1949,0.4,25,8350000.0
115310,인포바인,KOSDAQ,47617,6.96,0.41,2806,4.61,900,3192883.0
140520,대창스틸,KOSDAQ,7269,0.99,0.36,2641,5.74,150,21109243.0
100030,인지소프트,KOSDAQ,18065,11.54,0.87,1360,4.59,720,3283714.0
040610,SG&G,KOSDAQ,9276,1.28,0.17,1225,0.0,0,34087196.0
290120,대유에이피,KOSDAQ,7447,1.66,0.46,2066,5.82,200,12409328.0
260970,에스앤디,KOSDAQ,19241,5.65,0.71,2425,2.19,300,4059420.0
079170,한창산업,KOSDAQ,11955,7.28,0.72,1184,2.32,200,5200000.0
221980,케이디켐,KOSDAQ,25215,5.57,0.47,2136,3.61,430,4034800.0
094970,제이엠티,KOSDAQ,6195,2.52,0.72,1760,3.38,150,16748240.0
080010,이상네트웍스,KOSDAQ,11386,5.26,0.46,1002,1.9,100,10000000.0
050120,ES큐브,KOSDAQ,8242,1.6,0.37,1918,0.0,0,13564086.0
012620,원일특강,KOSDAQ,33693,3.77,0.27,2410,2.42,220,4400000.0
106240,파인테크닉스,KOSDAQ,5583,0.24,0.31,7096,0.0,0,15923057.0
